,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,churn
8587,101167,15681316,P'eng,682.0,Spain,Male,39.0,5,79932.41,1,1,1,133897.32,0
8588,23829,15774151,Iadanza,781.0,Spain,Female,27.0,1,0.0,2,0,0,14666.35,0
8589,29759,15700650,Hsieh,678.0,Spain,Female,43.0,9,0.0,2,1,0,168034.9,0
8590,113641,15774551,K'ung,759.0,France,Male,42.0,4,0.0,2,1,0,9704.66,0
8591,134752,15765375,Tsao,567.0,France,Female,40.0,5,0.0,1,0,0,80149.27,0
8592,56365,15789941,Yevseyev,633.0,France,Male,36.0,6,125130.28,1,1,1,125961.48,0
8593,91344,15618562,Brown,749.0,France,Male,37.0,2,0.0,1,1,0,138880.24,0
8594,80511,15616525,Eluemuno,735.0,Spain,Male,33.0,8,133297.24,1,1,1,72985.61,0
8595,3452,15605534,Hsueh,584.0,France,Female,40.0,2,111090.05,1,1,1,68701.73,0
8596,37415,15603096,Hsia,679.0,France,Male,34.0,9,92833.89,1,1,0,61636.22,0
8597,160492,15570360,Maclean,574.0,Germany,Female,41.0,7,128137.74,1,1,0,67779.6,0
8598,30204,15795747,Okwuoma,707.0,France,Male,36.0,3,0.0,2,1,1,57764.65,0
8599,31577,15722478,Chiazagomekpele,696.0,Spain,Male,63.0,3,123859.5,1,1,1,25684.93,0
8600,74855,15573348,Maclean,608.0,Spain,Male,38.0,8,0.0,1,1,0,166031.08,1
8601,140068,15642937,Padovesi,547.0,France,Female,30.0,3,0.0,2,1,1,130590.35,0
8602,137351,15671387,Lo Duca,652.0,France,Male,38.0,9,0.0,1,1,1,86678.57,0
8603,27652,15598802,Brown,577.0,France,Male,53.0,1,0.0,2,0,1,129964.13,0
8604,31823,15672692,Pagnotto,712.0,France,Male,35.0,4,0.0,2,1,0,169415.54,0
8605,57870,15680643,Okwudilichukwu,711.0,France,Female,48.0,2,88980.32,1,0,1,122022.89,0
8606,155502,15625776,Tuan,524.0,Germany,Male,45.0,3,113865.23,2,1,1,186976.6,0
8607,89387,15671514,Sinclair,669.0,Spain,Female,33.0,8,0.0,2,1,1,128538.05,0
8608,81992,15632079,Zox,651.0,Spain,Male,35.0,6,0.0,2,1,0,143960.72,0
8609,34481,15773922,Ndukaku,588.0,France,Male,38.0,1,0.0,1,1,0,163565.83,1
8610,32323,15797081,Pirozzi,667.0,France,Male,26.0,2,0.0,2,0,1,141926.43,0
8611,113726,15604536,Ch'iu,577.0,Germany,Female,63.0,0,109733.24,2,1,1,109153.09,0
8612,33915,15654878,Tsai,656.0,France,Male,47.0,7,0.0,2,1,0,126812.63,1
8613,3475,15795580,Yefremova,646.0,Spain,Female,59.0,6,0.0,1,1,0,161079.4,1
8614,37765,15794860,Ch'eng,627.0,France,Male,28.0,7,131694.04,1,1,1,161205.61,0
8615,136188,15806570,Hsieh,725.0,Germany,Male,28.0,5,131286.46,1,1,1,115115.32,0
8616,56605,15688973,Vinogradova,598.0,Spain,Female,39.0,1,0.0,2,1,1,83103.46,0
8617,99154,15792453,Iloerika,605.0,France,Male,35.0,7,0.0,1,1,1,91711.66,0
8618,38828,15753534,Y?an,671.0,Spain,Female,39.0,1,0.0,2,1,0,178153.73,0
8619,60279,15671137,Nwachukwu,628.0,France,Male,34.0,7,0.0,2,1,1,168816.24,0
8620,22502,15780188,Lu,682.0,Germany,Female,40.0,3,115934.95,1,1,0,160548.09,0
8621,42163,15757829,Onyemauchechukwu,573.0,France,Male,33.0,2,0.0,2,1,1,70954.41,0
8622,131978,15679299,Hsueh,616.0,Spain,Male,33.0,7,0.0,2,1,1,70953.87,0
8623,97075,15633944,McKay,582.0,Spain,Female,32.0,9,0.0,2,1,0,65906.07,1
8624,84988,15771773,Chiawuotu,562.0,Germany,Male,32.0,9,156843.89,1,0,0,124872.18,0
8625,56678,15641170,Liang,629.0,France,Male,31.0,2,0.0,2,1,0,173016.46,0
8626,163978,15793849,Tien,601.0,France,Male,46.0,7,0.0,2,1,0,180427.24,0
8627,104743,15771409,Ozoemena,555.0,Spain,Female,33.0,7,0.0,2,1,1,90105.84,0
8628,4165,15671274,Ts'ui,758.0,France,Male,36.0,9,0.0,2,1,0,75574.48,0
8629,87798,15798825,Chidubem,573.0,Germany,Male,40.0,9,151848.41,1,1,0,69011.62,0
8630,80950,15718454,Ch'eng,592.0,Spain,Female,41.0,4,0.0,2,0,0,45738.94,0
8631,109787,15756518,Linger,750.0,France,Male,66.0,9,122724.66,1,1,1,125381.11,0
8632,116928,15592575,Fiorentini,747.0,France,Male,39.0,5,0.0,2,1,0,172524.51,0
8633,108606,15791877,Davydova,477.0,Germany,Female,44.0,0,106831.69,1,0,1,163581.67,0
8634,61435,15754526,Tung,713.0,Spain,Female,43.0,6,0.0,2,1,1,127095.73,0
8635,155152,15806916,Mazzanti,678.0,France,Male,41.0,10,0.0,2,0,1,79414.0,0
8636,131756,15638646,T'ien,627.0,France,Female,41.0,4,0.0,2,1,0,141210.5,1
8637,39205,15610972,Ozoemena,691.0,France,Female,32.0,1,0.0,2,1,1,174311.3,0
8638,22409,15609758,Chidozie,680.0,Germany,Male,28.0,1,123863.21,2,1,1,177829.14,0
8639,4428,15605082,Trevisano,822.0,France,Male,31.0,5,0.0,1,1,0,92865.84,0
8640,150504,15566292,Kambinachi,704.0,Spain,Female,40.0,5,0.0,2,1,1,140759.03,0
8641,53050,15694143,Onwughara,667.0,Spain,Female,40.0,9,0.0,2,1,1,100919.85,0
8642,21354,15583597,Ikedinachukwu,686.0,Spain,Male,47.0,4,106758.6,1,1,1,80591.18,0
8643,12921,15754577,T'ao,584.0,France,Male,37.0,2,165413.43,1,0,0,161241.65,0
8644,66194,15707120,Cocci,587.0,France,Male,37.0,5,0.0,2,1,0,85412.54,0
8645,110340,15667417,Fanucci,758.0,Spain,Female,42.0,5,90963.75,1,0,0,124872.42,0
8646,77810,15703544,Shao,627.0,Germany,Male,51.0,7,123042.0,1,1,0,179631.85,1
8647,55321,15640442,Standish,752.0,Spain,Male,34.0,4,129722.57,2,0,0,41176.6,0
8648,26187,15739803,Golubev,686.0,France,Female,29.0,8,0.0,3,0,0,126434.61,1
8649,67750,15730705,Hsiao,573.0,France,Female,34.0,7,0.0,2,0,0,172601.62,0
8650,71697,15782650,Chien,559.0,France,Male,36.0,7,165798.19,1,1,0,123575.53,0
8651,97584,15597983,Onyemauchechukwu,678.0,France,Male,30.0,5,0.0,2,1,0,180598.86,0
8652,127848,15576517,Aksenov,624.0,France,Male,36.0,6,0.0,2,1,1,180598.82,0
8653,132215,15723169,Williams,640.0,France,Female,35.0,9,138857.59,1,1,0,48640.77,0
8654,115711,15659420,T'ien,646.0,Germany,Male,35.0,8,151553.19,2,1,0,142560.32,0
8655,5477,15578374,Iadanza,578.0,France,Female,33.0,4,0.0,2,1,1,65612.12,0
8656,147805,15807553,Onyemauchechukwu,627.0,France,Male,35.0,2,132371.3,1,1,1,175380.77,0
8657,138743,15769504,Munro,748.0,France,Male,42.0,9,151739.65,1,1,0,180800.42,0
8658,52036,15616555,Chin,720.0,Germany,Female,41.0,1,110777.23,1,1,1,100995.99,0
8659,135274,15785042,Hsiung,488.0,France,Female,31.0,9,97588.6,2,0,0,124210.53,0
8660,66188,15578738,McIntosh,685.0,France,Male,34.0,5,0.0,1,1,1,88838.14,0
8661,103839,15615096,Costa,553.0,France,Female,31.0,6,0.0,2,1,1,49463.44,0
8662,142460,15687913,Teng,538.0,France,Male,50.0,3,0.0,1,0,1,154844.23,1
8663,36950,15721793,Lucciano,613.0,Spain,Male,26.0,5,141726.88,1,1,0,177616.16,0
8664,76843,15768219,Lucchesi,595.0,France,Female,39.0,6,91219.29,1,0,1,180800.42,1
8665,142099,15736302,McKay,645.0,France,Male,48.0,4,0.0,2,1,1,170893.85,0
8666,95398,15704581,Watts,590.0,France,Female,54.0,9,120633.42,1,1,0,13911.27,1
8667,42903,15676909,T'ang,745.0,Germany,Male,40.0,4,141234.02,2,1,1,109291.22,0
8668,93247,15752388,Ch'iu,648.0,France,Male,39.0,8,134571.07,1,0,0,141175.64,0
8669,67038,15682628,Hsia,668.0,Spain,Male,35.0,3,0.0,1,1,0,55817.71,0
8670,96222,15585855,Kambinachi,577.0,Spain,Female,40.0,3,0.0,3,1,0,167087.34,1
8671,88234,15763704,Yobanna,754.0,France,Male,29.0,1,0.0,2,1,0,116467.91,0
8672,159636,15571917,Zetticci,592.0,France,Female,40.0,7,0.0,1,1,0,66796.54,0
8673,143055,15670385,Cremonesi,653.0,France,Female,40.0,9,0.0,2,1,1,85584.39,0
8674,142762,15730353,Hargreaves,639.0,France,Male,28.0,9,0.0,2,1,0,161569.18,0
8675,82783,15686958,Iweobiegbunam,582.0,France,Male,32.0,7,0.0,2,1,1,123300.38,0
8676,128415,15777067,Onyemere,762.0,France,Male,37.0,1,0.0,2,1,0,107959.03,0
8677,149637,15795903,Walker,594.0,Germany,Male,20.0,9,133855.23,2,1,1,147959.46,0
8678,138983,15687558,Goliwe,646.0,France,Male,34.0,3,0.0,1,1,1,62845.64,0
8679,163872,15717191,Ferri,619.0,France,Male,47.0,1,93817.41,1,1,1,132468.76,0
8680,145616,15724336,Ijendu,757.0,France,Female,31.0,1,0.0,2,1,0,145700.66,0
8681,121049,15672754,Mills,716.0,France,Female,42.0,10,0.0,2,0,1,94780.9,0
8682,93463,15802071,Ch'iu,653.0,Germany,Female,45.0,3,127786.28,1,1,1,12096.61,1
8683,50123,15771857,Ritchie,678.0,Spain,Male,41.0,1,0.0,2,0,1,110525.6,0
8684,131241,15679718,Nucci,547.0,France,Male,55.0,7,0.0,1,0,0,82998.47,1
8685,42187,15684171,Chia,535.0,Spain,Female,59.0,2,0.0,2,1,1,13874.07,0
8686,126353,15801247,Chidubem,575.0,Spain,Female,35.0,3,105599.65,1,1,1,131096.29,0
8687,110526,15809462,T'ang,755.0,Germany,Male,30.0,3,149814.54,2,1,0,17104.0,0
8688,24753,15625023,Onochie,736.0,France,Male,40.0,4,0.0,1,0,1,105352.55,0
8689,108782,15643024,McLean,750.0,Spain,Female,37.0,6,115409.18,1,0,1,181224.56,1
8690,132437,15597949,Biryukov,634.0,France,Male,39.0,9,0.0,2,1,0,113581.97,0
8691,5934,15668854,Ubanwa,653.0,Spain,Female,30.0,10,0.0,2,1,0,156424.38,0
8692,61828,15798975,Hsueh,636.0,France,Male,33.0,3,0.0,2,1,1,54487.43,0
8693,139745,15611024,Genovese,567.0,France,Female,47.0,9,93522.2,1,1,1,81425.61,1
8694,144475,15777586,Moss,591.0,Spain,Male,42.0,3,0.0,1,0,0,6409.55,1
8695,99138,15611409,Mazzanti,779.0,Spain,Female,21.0,8,113348.5,2,1,1,79888.78,0
8696,17155,15780654,Iqbal,560.0,France,Male,52.0,6,128486.72,1,1,0,145969.69,1
8697,34184,15807989,Teng,532.0,Spain,Male,66.0,2,0.0,2,1,1,130446.65,0
8698,136696,15810864,Williamson,700.0,France,Female,82.0,2,0.0,2,1,0,182055.36,0
8699,78572,15662574,P'eng,634.0,France,Female,41.0,2,0.0,1,1,0,71133.12,1
8700,150643,15664793,Scott,754.0,Spain,Female,50.0,7,146777.44,1,0,0,150685.52,0
8701,139464,15806081,White,676.0,Spain,Male,31.0,4,0.0,1,1,0,114774.35,0
8702,101005,15772632,Ts'ui,644.0,France,Female,59.0,5,0.0,1,1,0,167035.07,1
8703,6033,15662098,Yeh,545.0,France,Male,38.0,0,0.0,2,1,0,186798.78,0
8704,53518,15581840,Chiang,687.0,Germany,Male,33.0,8,136674.51,1,0,0,162515.17,0
8705,128677,15791131,Lucciano,651.0,Spain,Female,30.0,0,151855.33,1,1,0,19842.22,0
8706,142723,15581479,Archer,523.0,France,Male,40.0,9,0.0,2,0,0,143287.58,0
8707,91974,15647800,Folliero,714.0,Spain,Male,29.0,3,63339.99,2,1,1,184524.01,0
8708,47038,15806918,Ireland,674.0,France,Male,31.0,5,0.0,1,1,1,151925.25,0
8709,17675,15593250,Hsiao,615.0,Spain,Male,40.0,1,0.0,2,1,0,44904.26,0
8710,90639,15792668,T'ien,611.0,France,Male,36.0,2,0.0,2,1,1,96881.32,0
8711,98377,15773868,Swift,705.0,Spain,Female,42.0,6,0.0,2,1,0,128449.33,1
8712,93556,15798532,Pagnotto,581.0,France,Female,40.0,8,0.0,2,1,0,113046.35,0
8713,89732,15729668,Kambinachi,679.0,Spain,Female,41.0,4,150186.88,2,1,0,76510.4,0
8714,69844,15663888,Li Fonti,729.0,Germany,Female,50.0,8,122514.8,1,1,0,175784.2,1
8715,128071,15628203,Tung,633.0,Spain,Male,35.0,9,0.0,2,0,1,123410.53,0
8716,48223,15709256,Glover,850.0,France,Female,38.0,8,0.0,2,1,1,164864.67,0
8717,55608,15808283,Kelly,647.0,France,Female,33.0,4,0.0,1,1,0,152323.04,1
8718,78299,15571586,Ch'in,612.0,France,Male,46.0,3,123311.39,1,0,0,176763.27,0
8719,133132,15661412,Palermo,749.0,Spain,Female,41.0,9,0.0,2,0,0,71682.48,0
8720,52515,15748597,Andrews,738.0,France,Female,29.0,8,0.0,2,1,1,47454.93,0
8721,77537,15592811,Onwuamaeze,679.0,France,Female,40.0,4,0.0,2,1,0,180344.24,0
8722,129522,15639278,T'ien,778.0,France,Male,43.0,9,0.0,2,1,1,143086.09,0
8723,104358,15716023,Pearson,693.0,France,Female,36.0,1,0.0,2,1,1,182270.88,0
8724,43456,15752097,Chiazagomekpere,708.0,Spain,Male,38.0,8,99640.89,2,1,0,12429.22,0
8725,95270,15712303,Francis,531.0,France,Male,49.0,1,0.0,2,0,1,199841.32,0
8726,150675,15808846,Nnamutaezinwa,608.0,France,Male,33.0,5,96463.15,1,0,1,91564.91,0
8727,138321,15806937,Ch'in,775.0,Germany,Female,50.0,7,141078.57,1,1,1,113639.71,1
8728,44598,15706537,Clements,652.0,France,Female,48.0,1,95231.91,1,0,1,27150.35,1
8729,45900,15593496,Korovin,526.0,Spain,Female,52.0,10,91132.18,2,0,0,58111.71,1
8730,97303,15697480,Sun,597.0,Spain,Female,38.0,1,0.0,2,0,1,71244.59,0
8731,8677,15576045,Nwachinemelu,712.0,Germany,Female,53.0,8,95858.26,1,1,0,92377.21,1
8732,130538,15792475,T'ang,539.0,France,Female,38.0,5,0.0,2,0,1,162449.33,0
8733,159761,15701200,Tien,675.0,Germany,Female,43.0,5,111962.99,1,1,0,135875.51,1
8734,131228,15749050,Lin,669.0,France,Female,36.0,8,0.0,1,0,0,65996.9,1
8735,55419,15613787,Onyekaozulu,539.0,Spain,Male,26.0,2,0.0,2,1,1,100995.98,0
8736,34359,15793313,Tsou,687.0,Spain,Female,44.0,3,0.0,2,0,0,82922.65,1
8737,158513,15642640,Ch'eng,712.0,France,Female,26.0,7,121210.89,1,0,0,86791.7,0
8738,164340,15653849,Yefremova,712.0,France,Male,53.0,8,0.0,2,1,1,101319.76,0
8739,54746,15692226,Onwumelu,554.0,France,Male,31.0,3,102994.04,1,1,0,176680.16,0
8740,74924,15748797,Pino,539.0,Spain,Female,31.0,7,0.0,2,1,0,126473.33,0
8741,162888,15706021,Lu,673.0,Spain,Male,55.0,2,0.0,1,1,1,131804.86,0
8742,87508,15585599,Stone,708.0,France,Female,34.0,8,0.0,2,1,1,141872.52,0
8743,44246,15577999,Ch'iu,634.0,France,Male,30.0,9,123691.58,1,0,1,70899.78,0
8744,41053,15766355,Clements,585.0,France,Male,34.0,9,152092.43,1,1,0,173792.43,0
8745,144168,15631873,Y?an,707.0,France,Male,36.0,3,0.0,2,0,1,167773.55,0
8746,99308,15642885,Gray,792.0,France,Male,30.0,2,0.0,2,1,0,199644.2,0
8747,132153,15697606,Sturdee,638.0,France,Female,21.0,10,125712.2,1,0,0,175072.47,0
8748,72085,15763874,Li Fonti,743.0,France,Female,31.0,2,0.0,2,0,0,9984.4,0
8749,31632,15706128,Zhdanov,632.0,France,Male,21.0,1,0.0,1,1,0,84008.66,1
8750,123641,15576126,H?,695.0,France,Female,29.0,4,153537.57,1,0,1,116471.43,0
8751,10899,15757140,Pinto,756.0,France,Male,46.0,0,0.0,2,1,0,86207.49,0
8752,151142,15752312,Maclean,543.0,France,Male,32.0,9,0.0,2,1,1,106618.01,0
8753,35632,15687828,Lombardo,629.0,France,Female,29.0,1,81310.34,1,1,1,183868.01,0
8754,64288,15768455,Young,687.0,France,Male,30.0,1,0.0,2,1,1,51380.9,0
8755,41670,15594917,Nkemakonam,692.0,Germany,Male,37.0,6,131286.56,2,1,1,79886.06,0
8756,82112,15631189,Bergamaschi,631.0,France,Male,38.0,8,0.0,2,1,0,196342.66,0
8757,17860,15592406,T'ao,581.0,France,Male,35.0,2,0.0,2,1,1,138360.77,0
8758,71233,15653937,Evans,735.0,France,Female,55.0,3,0.0,1,1,1,65532.17,1
8759,35222,15679075,Kung,629.0,France,Male,32.0,5,0.0,2,1,0,117832.39,0
8760,149468,15705785,P'an,479.0,Spain,Female,37.0,9,126773.43,2,0,0,133837.97,0
8761,57502,15608528,Munro,598.0,Spain,Female,44.0,4,0.0,1,1,1,176353.87,1
8762,66534,15683526,Niu,616.0,Spain,Female,59.0,4,123843.34,1,1,0,72350.78,1
8763,100411,15644878,Sneddon,652.0,France,Male,35.0,3,0.0,2,1,0,74475.48,1
8764,110742,15572390,Onyekachi,613.0,France,Male,40.0,5,0.0,2,1,0,143960.72,0
8765,11627,15611325,Wood,682.0,Germany,Male,44.0,9,57929.81,2,1,0,53134.3,0
8766,30096,15723857,Y?,652.0,Spain,Male,23.0,4,0.0,1,1,0,86786.41,0
8767,123208,15665766,Zito,842.0,Spain,Male,31.0,7,157731.8,2,0,0,164394.65,0
8768,130796,15705301,Holloway,778.0,Spain,Male,38.0,1,66483.32,1,0,1,77867.23,1
8769,110670,15710390,Uspensky,655.0,France,Male,39.0,1,94631.26,1,1,1,148948.52,1
8770,24354,15723169,Kashiwagi,684.0,France,Male,38.0,3,99760.11,1,1,1,121851.73,0
8771,8300,15570086,Okwudiliolisa,776.0,Germany,Male,34.0,10,103773.26,2,1,0,61787.05,0
8772,148759,15703106,K'ung,712.0,Spain,Male,37.0,4,0.0,1,1,1,122488.59,0
8773,24630,15691061,Rapuokwu,717.0,France,Female,37.0,9,0.0,2,1,1,73225.31,0
8774,29202,15757617,Ikedinachukwu,709.0,France,Male,33.0,7,0.0,2,1,0,172566.78,0
8775,81530,15604073,Bibi,850.0,France,Male,40.0,8,0.0,2,0,1,41291.73,0
8776,90213,15699753,Zakharov,590.0,France,Male,46.0,0,89086.31,1,1,0,24499.97,1
8777,130197,15743093,Clements,495.0,Spain,Male,31.0,4,0.0,2,1,0,131501.44,0
8778,79636,15805909,Bergamaschi,617.0,France,Male,34.0,4,0.0,2,1,1,196288.46,0
8779,93135,15592386,Nwankwo,687.0,France,Male,38.0,4,0.0,2,1,0,104721.4,0
8780,95269,15644868,Hargreaves,850.0,Spain,Female,39.0,9,102948.69,1,0,1,176902.42,0
8781,126364,15648766,McLean,743.0,France,Male,23.0,6,0.0,2,1,0,138526.96,0
8782,116449,15575060,Milanesi,695.0,Spain,Male,38.0,3,0.0,2,1,1,122021.36,0
8783,38725,15653776,Salier,678.0,Germany,Female,57.0,1,162082.31,1,1,0,27145.73,0
8784,160790,15780034,Genovesi,633.0,Germany,Female,28.0,5,116471.35,2,1,0,173868.51,0
8785,77320,15664311,Scott,585.0,Spain,Female,40.0,2,123675.69,1,1,1,166458.41,0
8786,80827,15655252,Larionova,679.0,Germany,Male,45.0,7,71481.79,1,1,0,72643.95,1
8787,57484,15642833,Yermolayev,754.0,France,Male,39.0,9,0.0,2,1,0,168035.62,0
8788,130239,15624596,Trentini,534.0,France,Female,25.0,5,104822.45,2,0,1,160176.47,0
8789,37325,15670172,Mazzanti,739.0,Spain,Male,29.0,8,93833.86,1,1,0,85983.54,0
8790,66124,15778947,Fanucci,675.0,Spain,Female,35.0,6,0.0,2,0,1,172949.72,0
8791,80718,15611171,Yobachukwu,684.0,France,Male,26.0,7,123832.59,1,0,1,187936.23,0
8792,19281,15677522,Rossi,593.0,France,Male,33.0,1,0.0,1,0,0,9984.4,1
8793,126546,15742809,Mironova,678.0,France,Female,29.0,1,77919.78,2,1,0,122547.58,0
8794,93196,15645095,Huang,674.0,France,Female,37.0,3,0.0,2,1,0,51536.99,0
8795,68171,15645059,T'an,678.0,Spain,Female,42.0,1,0.0,2,0,1,62370.67,0
8796,52018,15711299,Y?,678.0,France,Male,35.0,8,0.0,2,1,1,82867.55,0
8797,81112,15616240,Yeh,530.0,Germany,Male,37.0,4,81732.88,2,1,1,164844.37,0
8798,113352,15799156,Okwuadigbo,682.0,Germany,Female,64.0,1,76914.21,1,0,1,79547.39,0
8799,70939,15671369,Lucciano,553.0,France,Male,34.0,2,0.0,2,1,1,137959.32,0
8800,54233,15718443,T'ien,627.0,France,Male,44.0,3,0.0,2,1,0,156495.39,0
8801,159602,15757911,T'ang,597.0,France,Male,34.0,7,0.0,2,1,0,71179.31,0
8802,34178,15605341,Baird,694.0,France,Female,58.0,4,0.0,1,0,0,13935.53,0
8803,9718,15615207,Ikedinachukwu,573.0,France,Female,35.0,8,0.0,2,0,1,80552.84,0
8804,65232,15720644,Ho,726.0,France,Male,42.0,6,0.0,2,1,0,150135.38,0
8805,135288,15645778,Hsieh,687.0,Germany,Male,39.0,1,74989.58,1,1,1,78955.8,1
8806,11628,15809826,Wood,744.0,France,Male,46.0,8,0.0,2,1,0,83470.4,0
8807,45256,15661702,Pirozzi,698.0,France,Female,34.0,8,133636.16,1,0,1,111096.56,0
8808,126034,15742360,Yeh,735.0,Spain,Female,24.0,6,133705.74,1,0,1,86935.07,0
8809,80533,15656921,Kao,641.0,Germany,Female,35.0,0,102955.14,2,1,0,148749.29,1
8810,83191,15746035,De Luca,739.0,France,Male,29.0,6,0.0,2,1,1,92748.72,0
8811,163698,15788291,Teng,753.0,Spain,Male,41.0,3,83034.85,1,1,1,136596.01,0
8812,87522,15732709,Zetticci,624.0,France,Male,39.0,3,0.0,2,1,0,107891.02,0
8813,34363,15790935,Nwankwo,653.0,Spain,Female,30.0,9,0.0,2,0,0,158887.09,0
8814,71189,15811191,Yevseyev,657.0,France,Female,31.0,8,81593.84,1,1,1,119086.57,0
8815,160347,15663650,Zaytseva,684.0,Spain,Female,38.0,6,0.0,1,1,1,123663.63,0
8816,68558,15682528,Cremonesi,602.0,France,Male,33.0,3,0.0,1,0,1,41139.05,0
8817,90268,15583692,Tien,664.0,France,Female,42.0,5,0.0,1,0,0,129562.74,1
8818,81160,15645778,Pinto,574.0,France,Female,35.0,2,0.0,2,1,0,85424.34,0
8819,30962,15776807,Brennan,602.0,France,Male,35.0,5,0.0,1,1,0,180345.44,0
8820,97379,15650432,Martin,749.0,Germany,Female,37.0,6,152622.34,1,1,0,20306.79,1
8821,115753,15751337,Uspenskaya,667.0,France,Male,41.0,6,0.0,2,1,1,116971.05,0
8822,141097,15612207,Nnaife,655.0,France,Male,29.0,3,0.0,2,0,1,181893.31,0
8823,92362,15665014,Nucci,458.0,Spain,Female,39.0,5,0.0,2,1,1,79723.78,0
8824,29928,15729359,Onyekaozulu,777.0,Spain,Female,34.0,2,0.0,2,1,1,109162.13,0
8825,157937,15596984,Ting,607.0,France,Female,38.0,3,0.0,2,1,1,121537.96,0
8826,140526,15738248,Lo,643.0,France,Female,34.0,5,0.0,1,1,0,151871.84,0
8827,64229,15725679,McGregor,614.0,Germany,Male,40.0,7,165048.5,3,0,0,16929.41,1
8828,120269,15567897,T'an,537.0,Spain,Female,32.0,9,141726.88,2,1,1,113666.48,0
8829,36124,15656426,Lo Duca,650.0,France,Male,28.0,3,0.0,2,0,1,120853.83,0
8830,77644,15583076,Fanucci,587.0,France,Male,25.0,4,111156.52,1,1,0,189398.18,0
8831,152759,15771873,Yermakov,662.0,France,Male,39.0,2,0.0,2,1,0,177852.93,0
8832,134742,15586069,Ku,754.0,France,Female,38.0,3,118336.95,1,1,0,92873.5,0
8833,36735,15808846,McGregor,581.0,France,Male,38.0,3,0.0,1,1,0,121151.1,1
8834,138428,15711889,Nwankwo,531.0,Germany,Female,36.0,3,130334.35,2,1,0,150757.35,0
8835,162354,15661525,Kao,581.0,France,Male,22.0,2,0.0,2,1,0,98898.78,0
8836,54349,15773972,Y?,559.0,Spain,Male,40.0,3,0.0,2,1,1,122964.79,0
8837,158497,15702377,Hs?,741.0,France,Male,26.0,2,0.0,2,1,0,10962.88,0
8838,22274,15719352,White,629.0,Germany,Female,34.0,10,142688.58,2,1,0,109681.29,0
8839,90490,15767064,Davide,614.0,Spain,Female,34.0,1,44054.84,1,1,1,73329.08,0
8840,137008,15775709,Nucci,832.0,France,Female,27.0,10,98590.25,2,1,1,30912.89,0
8841,146244,15594720,Linton,524.0,Germany,Female,53.0,1,151659.52,1,1,0,51636.7,0
8842,41598,15776433,Piazza,703.0,France,Male,71.0,0,0.0,1,0,1,131767.13,1
8843,101107,15776921,Uvarova,639.0,Germany,Female,27.0,2,105229.53,1,1,1,103726.71,0
8844,145760,15682048,Nwachinemelu,596.0,France,Female,33.0,4,0.0,2,1,0,142963.29,0
8845,31653,15727919,Chukwuemeka,671.0,Spain,Female,29.0,2,0.0,2,0,0,12048.67,0
8846,99429,15604544,Manna,459.0,Spain,Female,35.0,6,0.0,1,1,0,153587.1,0
8847,95913,15783026,Nnamdi,683.0,France,Male,35.0,1,0.0,2,0,0,184584.12,0
8848,92020,15802486,Onyekaozulu,488.0,Germany,Female,62.0,4,137060.88,2,1,1,126233.18,0
8849,88571,15697460,Chineze,606.0,Germany,Male,61.0,1,116267.0,1,1,0,182270.28,1
8850,82715,15642336,Chin,731.0,France,Male,30.0,9,96950.21,1,1,0,97877.92,0
8851,6292,15656829,Genovese,603.0,Germany,Male,45.0,1,126817.65,1,1,1,14073.11,1
8852,110029,15676526,Bentley,608.0,Germany,Female,34.0,4,96709.07,1,1,0,168822.01,1
8853,93053,15670103,Aksenov,716.0,France,Male,36.0,5,0.0,2,1,1,142498.62,0
8854,57744,15665460,T'ang,712.0,France,Female,29.0,2,0.0,1,1,1,177738.98,0
8855,117822,15664808,K'ung,624.0,Spain,Female,33.0,5,105957.37,1,1,0,88837.15,1
8856,67722,15804075,T'ien,616.0,Germany,Male,40.0,8,131038.14,2,1,0,167087.34,0
8857,130885,15643794,Bennett,639.0,Spain,Male,27.0,2,0.0,1,1,1,82938.99,1
8858,109171,15803415,Samsonova,641.0,France,Female,39.0,3,166501.17,2,1,0,93835.64,0
8859,164325,15707962,Hsueh,651.0,Spain,Female,42.0,9,0.0,2,1,1,181224.99,0
8860,15720,15724145,Davidson,707.0,France,Male,29.0,1,0.0,2,1,1,132943.88,0
8861,14164,15791053,Lucciano,709.0,France,Male,45.0,4,122917.71,1,1,1,11.58,0
8862,4926,15746490,Pinto,683.0,Germany,Male,46.0,4,89087.39,1,1,1,131769.24,1
8863,125654,15681274,Fan,559.0,France,Female,27.0,6,161798.87,1,0,0,151912.44,0
8864,102602,15792668,Chinwendu,602.0,Spain,Female,29.0,5,0.0,2,1,1,5791.85,0
8865,140240,15600882,Scott,579.0,Spain,Female,35.0,7,0.0,2,1,1,65951.65,0
8866,112789,15622658,Lai,588.0,France,Female,26.0,2,144258.52,1,1,0,49778.79,0
8867,98260,15801277,Shih,703.0,Germany,Male,32.0,5,123210.41,2,1,1,131647.31,0
8868,722,15783305,Sun,631.0,Spain,Female,33.0,3,0.0,2,1,1,168607.74,0
8869,151565,15754713,Ndubueze,584.0,Spain,Male,40.0,9,0.0,2,1,0,105760.01,0
8870,26131,15659364,Hsia,681.0,Spain,Female,36.0,7,0.0,2,1,1,142923.69,0
